"","pets","sex","status","sign","pets_dislike","pets_like","pets_has"
"2356",NA,"f","single","taurus",NA,NA,NA
"2357","has dogs and likes cats","f","single","aquarius",NA,"cats","dogs"
"2358","has dogs","f","single","sagittarius",NA,NA,"dogs"
"2359",NA,"f","single","libra",NA,NA,NA
"2360","likes dogs and likes cats","f","single","aries",NA,"dogs/cats",NA
"2361","likes dogs and likes cats","f","available","taurus",NA,"dogs/cats",NA
"2362","has dogs and has cats","f","single","aries",NA,NA,"dogs/cats"
"2363",NA,"f","single","pisces",NA,NA,NA
"2364","likes dogs and has cats","f","single","aquarius",NA,"dogs","cats"
"2365",NA,"f","single","libra",NA,NA,NA
"2366","likes dogs and likes cats","m","single","virgo",NA,"dogs/cats",NA
"2367",NA,"m","single","cancer",NA,NA,NA
"2368","likes dogs and likes cats","m","single","leo",NA,"dogs/cats",NA
"2369","has dogs","f","single","leo",NA,NA,"dogs"
"2370","likes dogs and likes cats","m","single","aries",NA,"dogs/cats",NA
"2371","likes dogs and likes cats","m","single","virgo",NA,"dogs/cats",NA
"2372","likes dogs","m","single","aries",NA,"dogs",NA
"2373",NA,"f","single","libra",NA,NA,NA
"2374","likes dogs and likes cats","f","single","aquarius",NA,"dogs/cats",NA
"2375","has dogs","f","single","aquarius",NA,NA,"dogs"
"2376","likes dogs and has cats","f","single","aquarius",NA,"dogs","cats"
"2377",NA,"f","single","aquarius",NA,NA,NA
"2378","likes dogs and likes cats","m","single","aries",NA,"dogs/cats",NA
"2379","likes dogs","m","single","pisces",NA,"dogs",NA
"2380","likes dogs","m","single","aquarius",NA,"dogs",NA
"2381","likes dogs and likes cats","m","available","taurus",NA,"dogs/cats",NA
"2382","likes dogs and likes cats","f","single","aries",NA,"dogs/cats",NA
"2383",NA,"m","single","libra",NA,NA,NA
"2384",NA,"m","single","aries",NA,NA,NA
"2385",NA,"f","single","capricorn",NA,NA,NA
"2386",NA,"f","single","leo",NA,NA,NA
"2387",NA,"f","single","cancer",NA,NA,NA
"2388",NA,"f","single","cancer",NA,NA,NA
"2389","likes dogs","m","single","aries",NA,"dogs",NA
"2390",NA,"f","available","cancer",NA,NA,NA
"2391",NA,"f","single","taurus",NA,NA,NA
"2392","likes dogs and likes cats","m","single","gemini",NA,"dogs/cats",NA
"2393","has dogs","m","single","scorpio",NA,NA,"dogs"
"2394","likes dogs and has cats","m","single","sagittarius",NA,"dogs","cats"
"2395","likes dogs and likes cats","m","single","leo",NA,"dogs/cats",NA
"2396","likes cats","m","single","libra",NA,"cats",NA
"2397","likes dogs and likes cats","m","single","cancer",NA,"dogs/cats",NA
"2398","dislikes dogs and dislikes cats","m","single","libra","dogs/cats","dogs",NA
"2399","has dogs and has cats","m","single","aquarius",NA,NA,"dogs/cats"
"2400","likes dogs","m","single","leo",NA,"dogs",NA
"2401","likes dogs","m","seeing someone","pisces",NA,"dogs",NA
"2402","has cats","f","seeing someone","aries",NA,NA,"cats"
"2403","likes dogs and dislikes cats","m","single","taurus","cats","dogs",NA
"2404","likes dogs","m","single","aquarius",NA,"dogs",NA
"2405",NA,"m","single","leo",NA,NA,NA
"2406","likes dogs and likes cats","m","single","aquarius",NA,"dogs/cats",NA
"2407","has dogs","m","single","capricorn",NA,NA,"dogs"
"2408","likes dogs and likes cats","m","single","gemini",NA,"dogs/cats",NA
"2409",NA,"m","single","gemini",NA,NA,NA
"2410",NA,"f","single","aquarius",NA,NA,NA
"2411","has cats","m","single","sagittarius",NA,NA,"cats"
"2412","likes dogs and likes cats","f","married","gemini",NA,"dogs/cats",NA
"2413","likes dogs and has cats","m","single","virgo",NA,"dogs","cats"
"2414","likes dogs","f","single","leo",NA,"dogs",NA
"2415","likes dogs and likes cats","m","single","pisces",NA,"dogs/cats",NA
"2416","has dogs and likes cats","m","single","scorpio",NA,"cats","dogs"
"2417",NA,"m","single","sagittarius",NA,NA,NA
"2418","has dogs","m","single","pisces",NA,NA,"dogs"
"2419","likes dogs and dislikes cats","m","single","cancer","cats","dogs",NA
"2420","likes dogs and likes cats","m","single","libra",NA,"dogs/cats",NA
"2421",NA,"m","single","libra",NA,NA,NA
"2422",NA,"f","single","taurus",NA,NA,NA
"2423",NA,"m","single","aries",NA,NA,NA
"2424","likes dogs","m","seeing someone","scorpio",NA,"dogs",NA
"2425","likes dogs and likes cats","m","single","aries",NA,"dogs/cats",NA
"2426","likes dogs and likes cats","f","single","sagittarius",NA,"dogs/cats",NA
"2427","likes dogs","m","single","sagittarius",NA,"dogs",NA
"2428",NA,"m","single","taurus",NA,NA,NA
"2429","has dogs","m","single","aquarius",NA,NA,"dogs"
"2430",NA,"f","single","scorpio",NA,NA,NA
"2431","likes dogs and likes cats","m","seeing someone","sagittarius",NA,"dogs/cats",NA
"2432",NA,"m","single","gemini",NA,NA,NA
"2433","likes dogs and has cats","f","single","aquarius",NA,"dogs","cats"
"2434","likes cats","m","single","leo",NA,"cats",NA
"2435","likes dogs and likes cats","f","single","cancer",NA,"dogs/cats",NA
"2436",NA,"m","single","libra",NA,NA,NA
"2437","likes dogs and dislikes cats","m","single","leo","cats","dogs",NA
"2438","has dogs","m","single","cancer",NA,NA,"dogs"
"2439","has dogs","f","single","leo",NA,NA,"dogs"
"2440","likes dogs and has cats","f","single","aries",NA,"dogs","cats"
"2441","likes dogs and likes cats","m","single","leo",NA,"dogs/cats",NA
"2442","likes dogs","f","single","virgo",NA,"dogs",NA
"2443","likes dogs and likes cats","m","single","taurus",NA,"dogs/cats",NA
"2444","likes dogs and likes cats","f","single","libra",NA,"dogs/cats",NA
"2445","has dogs and likes cats","m","single","virgo",NA,"cats","dogs"
"2446","likes dogs and likes cats","f","single","pisces",NA,"dogs/cats",NA
"2447",NA,"m","single","scorpio",NA,NA,NA
"2448","likes dogs and likes cats","f","single","leo",NA,"dogs/cats",NA
"2449","likes dogs and likes cats","f","single","pisces",NA,"dogs/cats",NA
"2450","likes dogs and likes cats","f","single","leo",NA,"dogs/cats",NA
"2451",NA,"m","single","libra",NA,NA,NA
"2452",NA,"m","single","gemini",NA,NA,NA
"2453","likes cats","m","single","sagittarius",NA,"cats",NA
"2454","likes dogs and likes cats","m","available","taurus",NA,"dogs/cats",NA
"2455","has dogs and has cats","f","single","sagittarius",NA,NA,"dogs/cats"
"2456","likes dogs and likes cats","f","single","virgo",NA,"dogs/cats",NA
"2457","has dogs and likes cats","f","single","libra",NA,"cats","dogs"
"2458","likes cats","f","available","leo",NA,"cats",NA
"2459","likes dogs","f","single","gemini",NA,"dogs",NA
"2460","likes dogs and has cats","f","single","capricorn",NA,"dogs","cats"
"2461","likes dogs and likes cats","m","single","scorpio",NA,"dogs/cats",NA
"2462","likes dogs and likes cats","m","single","aries",NA,"dogs/cats",NA
"2463","likes dogs","m","single","sagittarius",NA,"dogs",NA
"2464","dislikes cats","f","single","virgo","cats","cats",NA
"2465","likes dogs and likes cats","f","single","aquarius",NA,"dogs/cats",NA
"2466","has dogs and has cats","f","single","leo",NA,NA,"dogs/cats"
"2467","likes dogs and has cats","f","single","aries",NA,"dogs","cats"
"2468","likes dogs and dislikes cats","f","single","aries","cats","dogs",NA
"2469",NA,"f","single","aries",NA,NA,NA
"2470","has dogs and likes cats","f","single","aries",NA,"cats","dogs"
"2471","likes dogs and likes cats","m","single","aries",NA,"dogs/cats",NA
"2472","likes dogs and likes cats","f","single","aries",NA,"dogs/cats",NA
"2473",NA,"f","single","aries",NA,NA,NA
"2474","likes dogs and likes cats","f","single","aries",NA,"dogs/cats",NA
"2475",NA,"m","available","libra",NA,NA,NA
"2476","likes dogs and dislikes cats","m","single","leo","cats","dogs",NA
"2477",NA,"m","available","libra",NA,NA,NA
"2478",NA,"m","single","capricorn",NA,NA,NA
"2479","likes dogs and has cats","f","seeing someone","libra",NA,"dogs","cats"
"2480","likes dogs","m","single","cancer",NA,"dogs",NA
"2481",NA,"m","single","cancer",NA,NA,NA
"2482",NA,"m","single","sagittarius",NA,NA,NA
"2483",NA,"m","single","taurus",NA,NA,NA
"2484",NA,"m","single","gemini",NA,NA,NA
"2485","likes dogs","m","single","virgo",NA,"dogs",NA
"2486","likes dogs and likes cats","f","single","leo",NA,"dogs/cats",NA
"2487","likes dogs and likes cats","m","single","aries",NA,"dogs/cats",NA
"2488",NA,"f","single","taurus",NA,NA,NA
"2489",NA,"m","single","aries",NA,NA,NA
"2490","likes dogs and likes cats","m","single","capricorn",NA,"dogs/cats",NA
"2491","has dogs and dislikes cats","f","single","pisces","cats","cats","dogs"
"2492","likes dogs and likes cats","f","seeing someone","sagittarius",NA,"dogs/cats",NA
"2493","likes dogs and likes cats","m","single","sagittarius",NA,"dogs/cats",NA
"2494","likes dogs and likes cats","f","single","virgo",NA,"dogs/cats",NA
"2495","has cats","m","single","scorpio",NA,NA,"cats"
"2496",NA,"f","single","leo",NA,NA,NA
"2497","has dogs","m","single","cancer",NA,NA,"dogs"
"2498","has dogs and likes cats","m","single","aries",NA,"cats","dogs"
"2499",NA,"m","single","virgo",NA,NA,NA
"2500","dislikes dogs and dislikes cats","m","single","libra","dogs/cats","dogs",NA
"2501","has dogs and likes cats","m","single","leo",NA,"cats","dogs"
"2502","has dogs","m","single","gemini",NA,NA,"dogs"
"2503","dislikes dogs and likes cats","m","single","aries","dogs","dogs/cats",NA
"2504",NA,"f","single","aquarius",NA,NA,NA
"2505","likes dogs and likes cats","m","single","capricorn",NA,"dogs/cats",NA
"2506","likes dogs and likes cats","f","single","virgo",NA,"dogs/cats",NA
"2507","likes dogs and likes cats","m","single","virgo",NA,"dogs/cats",NA
"2508","has dogs","f","single","libra",NA,NA,"dogs"
"2509","likes dogs","m","single","aquarius",NA,"dogs",NA
"2510","has dogs and dislikes cats","f","single","libra","cats","cats","dogs"
"2511","likes dogs","f","single","aries",NA,"dogs",NA
"2512","has dogs","f","single","leo",NA,NA,"dogs"
"2513","has dogs and has cats","m","single","capricorn",NA,NA,"dogs/cats"
"2514","likes dogs","f","single","sagittarius",NA,"dogs",NA
"2515","likes dogs and likes cats","m","single","libra",NA,"dogs/cats",NA
"2516","likes dogs","m","single","libra",NA,"dogs",NA
"2517","has cats","f","single","aquarius",NA,NA,"cats"
"2518",NA,"m","single","taurus",NA,NA,NA
"2519",NA,"m","single","taurus",NA,NA,NA
"2520","likes dogs","f","single","virgo",NA,"dogs",NA
"2521",NA,"f","single","aquarius",NA,NA,NA
"2522","likes dogs and likes cats","f","single","capricorn",NA,"dogs/cats",NA
"2523","likes dogs and has cats","f","single","aquarius",NA,"dogs","cats"
"2524","likes dogs and has cats","f","single","aquarius",NA,"dogs","cats"
"2525","likes dogs and likes cats","m","single","aries",NA,"dogs/cats",NA
"2526","has dogs and likes cats","f","available","aries",NA,"cats","dogs"
"2527",NA,"f","available","cancer",NA,NA,NA
"2528",NA,"f","single","aquarius",NA,NA,NA
"2529",NA,"m","single","libra",NA,NA,NA
"2530","likes dogs and likes cats","m","single","capricorn",NA,"dogs/cats",NA
"2531",NA,"m","single","cancer",NA,NA,NA
"2532","likes dogs","m","single","cancer",NA,"dogs",NA
"2533",NA,"m","single","sagittarius",NA,NA,NA
"2534","likes dogs and likes cats","m","single","sagittarius",NA,"dogs/cats",NA
"2535","likes dogs","f","single","aquarius",NA,"dogs",NA
"2536","likes dogs and likes cats","m","single","pisces",NA,"dogs/cats",NA
"2537",NA,"f","single","aquarius",NA,NA,NA
"2538","likes dogs","m","single","leo",NA,"dogs",NA
"2539","likes dogs and likes cats","m","married","cancer",NA,"dogs/cats",NA
"2540","has dogs","f","single","aquarius",NA,NA,"dogs"
"2541","likes dogs and likes cats","m","single","libra",NA,"dogs/cats",NA
"2542","has dogs","m","single","capricorn",NA,NA,"dogs"
"2543","likes dogs and likes cats","m","single","aquarius",NA,"dogs/cats",NA
"2544",NA,"m","single","cancer",NA,NA,NA
"2545","likes dogs","f","single","capricorn",NA,"dogs",NA
"2546",NA,"m","single","gemini",NA,NA,NA
"2547","likes dogs and has cats","f","single","scorpio",NA,"dogs","cats"
"2548","likes dogs and dislikes cats","m","single","leo","cats","dogs",NA
"2549","has dogs and likes cats","f","single","scorpio",NA,"cats","dogs"
"2550",NA,"f","single","scorpio",NA,NA,NA
"2551",NA,"m","seeing someone","libra",NA,NA,NA
"2552",NA,"f","single","cancer",NA,NA,NA
"2553",NA,"m","single","pisces",NA,NA,NA
"2554","likes dogs","m","single","scorpio",NA,"dogs",NA
"2555",NA,"m","single","aquarius",NA,NA,NA
"2556","likes dogs and dislikes cats","f","single","sagittarius","cats","dogs",NA
"2557",NA,"f","single","leo",NA,NA,NA
"2558",NA,"m","single","aquarius",NA,NA,NA
"2559","likes dogs and likes cats","m","single","taurus",NA,"dogs/cats",NA
"2560","likes dogs and likes cats","f","single","leo",NA,"dogs/cats",NA
"2561","has dogs and likes cats","m","single","cancer",NA,"cats","dogs"
"2562","has cats","m","single","scorpio",NA,NA,"cats"
"2563","likes dogs and likes cats","m","single","taurus",NA,"dogs/cats",NA
"2564","likes cats","m","single","gemini",NA,"cats",NA
"2565",NA,"m","single","leo",NA,NA,NA
"2566","dislikes cats","f","single","aquarius","cats","cats",NA
"2567","likes dogs and dislikes cats","m","single","sagittarius","cats","dogs",NA
"2568","likes dogs and likes cats","f","single","sagittarius",NA,"dogs/cats",NA
"2569","likes dogs and likes cats","m","seeing someone","leo",NA,"dogs/cats",NA
"2570","likes dogs and likes cats","m","single","virgo",NA,"dogs/cats",NA
"2571","likes cats","m","single","aries",NA,"cats",NA
"2572","dislikes dogs and likes cats","f","single","libra","dogs","dogs/cats",NA
"2573",NA,"f","single","aquarius",NA,NA,NA
"2574","dislikes dogs and dislikes cats","m","single","capricorn","dogs/cats","dogs",NA
"2575",NA,"m","single","aquarius",NA,NA,NA
"2576","has dogs and likes cats","m","single","scorpio",NA,"cats","dogs"
"2577","likes dogs and likes cats","m","single","gemini",NA,"dogs/cats",NA
"2578","likes dogs and has cats","f","single","cancer",NA,"dogs","cats"
"2579","has dogs and likes cats","f","single","scorpio",NA,"cats","dogs"
"2580","likes dogs and has cats","m","single","libra",NA,"dogs","cats"
"2581","likes dogs and likes cats","f","single","capricorn",NA,"dogs/cats",NA
"2582","likes dogs and likes cats","m","single","aries",NA,"dogs/cats",NA
"2583","likes dogs","f","single","pisces",NA,"dogs",NA
"2584","likes dogs and has cats","f","single","pisces",NA,"dogs","cats"
"2585",NA,"m","single","cancer",NA,NA,NA
"2586",NA,"f","single","scorpio",NA,NA,NA
"2587","likes dogs and has cats","f","single","aquarius",NA,"dogs","cats"
"2588",NA,"f","single","taurus",NA,NA,NA
"2589",NA,"f","single","leo",NA,NA,NA
"2590","has dogs and has cats","m","single","taurus",NA,NA,"dogs/cats"
"2591","likes dogs","f","single","sagittarius",NA,"dogs",NA
"2592",NA,"m","available","pisces",NA,NA,NA
"2593",NA,"m","single","scorpio",NA,NA,NA
"2594","likes dogs and likes cats","m","single","pisces",NA,"dogs/cats",NA
"2595",NA,"f","single","sagittarius",NA,NA,NA
"2596","has dogs","m","single","aquarius",NA,NA,"dogs"
"2597","likes dogs and has cats","m","single","sagittarius",NA,"dogs","cats"
"2598","likes dogs and likes cats","m","married","leo",NA,"dogs/cats",NA
"2599","likes dogs and has cats","f","single","gemini",NA,"dogs","cats"
"2600","has dogs","m","single","sagittarius",NA,NA,"dogs"
"2601",NA,"m","single","libra",NA,NA,NA
"2602","likes dogs and has cats","f","single","virgo",NA,"dogs","cats"
"2603","has dogs","m","single","aquarius",NA,NA,"dogs"
"2604",NA,"m","single","taurus",NA,NA,NA
"2605","has dogs and has cats","f","single","scorpio",NA,NA,"dogs/cats"
"2606","likes dogs","f","single","taurus",NA,"dogs",NA
"2607","likes dogs","f","single","aries",NA,"dogs",NA
"2608",NA,"m","single","aries",NA,NA,NA
"2609","likes dogs and has cats","f","available","aquarius",NA,"dogs","cats"
"2610","likes dogs and likes cats","m","single","leo",NA,"dogs/cats",NA
"2611","has dogs and has cats","m","single","scorpio",NA,NA,"dogs/cats"
"2612",NA,"f","single","capricorn",NA,NA,NA
"2613",NA,"f","single","scorpio",NA,NA,NA
"2614","likes dogs","m","single","gemini",NA,"dogs",NA
"2615","has dogs","f","single","virgo",NA,NA,"dogs"
"2616","has cats","m","single","aries",NA,NA,"cats"
"2617",NA,"f","single","taurus",NA,NA,NA
"2618","likes dogs","f","single","leo",NA,"dogs",NA
"2619",NA,"f","single","scorpio",NA,NA,NA
"2620","likes dogs and likes cats","m","single","pisces",NA,"dogs/cats",NA
"2621","likes dogs and likes cats","m","seeing someone","aquarius",NA,"dogs/cats",NA
"2622",NA,"f","single","aries",NA,NA,NA
"2623","likes dogs and likes cats","m","single","pisces",NA,"dogs/cats",NA
"2624","likes dogs","f","single","pisces",NA,"dogs",NA
"2625","likes dogs and likes cats","f","single","leo",NA,"dogs/cats",NA
"2626","likes dogs and has cats","m","married","leo",NA,"dogs","cats"
"2627","likes dogs and likes cats","f","seeing someone","pisces",NA,"dogs/cats",NA
"2628","likes dogs and likes cats","f","available","aries",NA,"dogs/cats",NA
"2629","likes dogs and likes cats","f","single","aries",NA,"dogs/cats",NA
"2630","likes dogs and likes cats","m","single","aquarius",NA,"dogs/cats",NA
"2631","likes dogs and likes cats","m","single","sagittarius",NA,"dogs/cats",NA
"2632","has dogs","f","single","cancer",NA,NA,"dogs"
"2633",NA,"m","single","libra",NA,NA,NA
"2634","likes dogs and likes cats","f","single","scorpio",NA,"dogs/cats",NA
"2635","likes dogs and likes cats","m","single","aries",NA,"dogs/cats",NA
"2636",NA,"m","single","aries",NA,NA,NA
"2637",NA,"f","single","libra",NA,NA,NA
"2638","likes dogs and likes cats","m","single","pisces",NA,"dogs/cats",NA
"2639",NA,"f","single","pisces",NA,NA,NA
"2640",NA,"f","single","aquarius",NA,NA,NA
"2641","likes dogs","m","single","virgo",NA,"dogs",NA
"2642",NA,"f","available","virgo",NA,NA,NA
"2643","has dogs","f","single","aquarius",NA,NA,"dogs"
"2644","has dogs and likes cats","f","single","taurus",NA,"cats","dogs"
"2645","has cats","f","single","taurus",NA,NA,"cats"
"2646",NA,"m","single","virgo",NA,NA,NA
"2647",NA,"m","single","cancer",NA,NA,NA
"2648","likes dogs","m","single","sagittarius",NA,"dogs",NA
"2649","has cats","f","single","sagittarius",NA,NA,"cats"
"2650",NA,"f","single","taurus",NA,NA,NA
"2651","likes dogs and likes cats","m","available","sagittarius",NA,"dogs/cats",NA
"2652","likes dogs and likes cats","f","single","libra",NA,"dogs/cats",NA
